Cidade,Nome,Estado (Lista),País,Estado,Município IBGE,Percentual de ISS,Distrito
5107750,Salto do Ceu,MT,1,MT,,0,
4122909,Salto do Itarare,PR,1,PR,,0,
4316451,Salto do Jacui,RS,1,RS,,0,
4123006,Salto do Lontra,PR,1,PR,,0,
3545407,Salto Grande,SP,1,SP,,0,
4215406,Salto Veloso,SC,1,SC,,0,
2927408,Salvador,BA,1,BA,,0,
4316477,Salvador das Missoes,RS,1,RS,,0,
4316501,Salvador do Sul,RS,1,RS,,0,
1506302,Salvaterra,PA,1,PA,,0,
2109700,Sambaiba,MA,1,MA,,0,
1718808,Sampaio,TO,1,TO,,0,
4316600,Sananduva,RS,1,RS,,0,
5219001,Sanclerlandia,GO,1,GO,,0,
1718840,Sandolandia,TO,1,TO,,0,
3545506,Sandovalina,SP,1,SP,,0,
4215455,Sangao,SC,1,SC,,0,
2612406,Sanharo,PE,1,PE,,0,
3545605,Santa Adelia,SP,1,SP,,0,
3545704,Santa Albertina,SP,1,SP,,0,
4123105,Santa Amelia,PR,1,PR,,0,
2927507,Santa Barbara,BA,1,BA,,0,
3157203,Santa Barbara,MG,1,MG,,0,
1506351,Santa Barbara Para,PA,1,PA,,0,
3546009,Santa Branca,SP,1,SP,,0,
2927606,Santa Brigida,BA,1,BA,,0,
5107248,Santa Carmem,MT,1,MT,,0,
4215505,Santa Cecilia,SC,1,SC,,0,
4316758,Santa Clara do Sul,RS,1,RS,,0,
2411205,Santa Cruz,RN,1,RN,,0,
2513208,Santa Cruz,PB,1,PB,,0,
2612455,Santa Cruz,PE,1,PE,,0,
2927705,Santa Cruz Cabralia,BA,1,BA,,0,
5219209,Santa Cruz de Goias,GO,1,GO,,0,
1506401,Santa Cruz do Arari,PA,1,PA,,0,
4316808,Santa Cruz do Sul,RS,1,RS,,0,
2927804,Santa Cruz Vitoria,BA,1,BA,,0,
3546504,Santa Ernestina,SP,1,SP,,0,
4123402,Santa Fe,PR,1,PR,,0,
5219258,Santa Fe de Goias,GO,1,GO,,0,
3157609,Santa Fe de Minas,MG,1,MG,,0,
3546603,Santa Fe do Sul,SP,1,SP,,0,
2209203,Santa Filomena,PI,1,PI,,0,
3546702,Santa Gertrudes,SP,1,SP,,0,
2109809,Santa Helena,MA,1,MA,,0,
2513307,Santa Helena,PB,1,PB,,0,
4123501,Santa Helena,PR,1,PR,,0,
4215554,Santa Helena,SC,1,SC,,0,
2109908,Santa Ines,MA,1,MA,,0,
2927903,Santa Ines,BA,1,BA,,0,
4123600,Santa Ines,PR,1,PR,,0,
3546801,Santa Isabel,SP,1,SP,,0,
5219357,Santa Isabel,GO,1,GO,,0,
4123709,Santa Isabel do Ivai,PR,1,PR,,0,
1506500,Santa Isabel do Para,PA,1,PA,,0,
4123808,Santa Izabel Oeste,PR,1,PR,,0,
3157708,Santa Juliana,MG,1,MG,,0,
3204500,Santa Leopoldina,ES,1,ES,,0,
3546900,Santa Lucia,SP,1,SP,,0,
4123824,Santa Lucia,PR,1,PR,,0,
2209302,Santa Luz,PI,1,PI,,0,
2110005,Santa Luzia,MA,1,MA,,0,
2513406,Santa Luzia,PB,1,PB,,0,
2928059,Santa Luzia,BA,1,BA,,0,
3157807,Santa Luzia,MG,1,MG,,0,
2707909,Santa Luzia do Norte,AL,1,AL,,0,
1506559,Santa Luzia do Para,PA,1,PA,,0,
2110039,Santa Luzia Parua,MA,1,MA,,0,
3157906,Santa Margarida,MG,1,MG,,0,
4316907,Santa Maria,RS,1,RS,,0,
3547007,Santa Maria da Serra,SP,1,SP,,0,
4123857,Santa Maria do Oeste,PR,1,PR,,0,
3158102,Santa Maria do Salto,MG,1,MG,,0,
4316956,Santa Maria Herval,RS,1,RS,,0,
3158003,Santa Maria Itabira,MG,1,MG,,0,
3204559,Santa Maria Jetiba,ES,1,ES,,0,
2928109,Santa Maria Vitoria,BA,1,BA,,0,
4123907,Santa Mariana,PR,1,PR,,0,
3547106,Santa Mercedes,SP,1,SP,,0,
4123956,Santa Monica,PR,1,PR,,0,
2110104,Santa Quit.Maranhao,MA,1,MA,,0,
2312205,Santa Quiteria,CE,1,CE,,0,
2110203,Santa Rita,MA,1,MA,,0,
2513703,Santa Rita,PB,1,PB,,0,
3159209,Santa Rita de Caldas,MG,1,MG,,0,
2928406,Santa Rita de Cassia,BA,1,BA,,0,
3159357,Santa Rita de Minas,MG,1,MG,,0,
3547403,Santa Rita d'Oeste,SP,1,SP,,0,
3159605,Santa Rita Sapucai,MG,1,MG,,0,
4317202,Santa Rosa,RS,1,RS,,0,
3159704,Santa Rosa da Serra,MG,1,MG,,0,
5219506,Santa Rosa de Goias,GO,1,GO,,0,
2806503,Santa Rosa de Lima,SE,1,SE,,0,
4215604,Santa Rosa de Lima,SC,1,SC,,0,
2209377,Santa Rosa do Piaui,PI,1,PI,,0,
1200435,Santa Rosa do Purus,AC,1,AC,,0,
4215653,Santa Rosa do Sul,SC,1,SC,,0,
3204609,Santa Teresa,ES,1,ES,,0,
2513802,Santa Teresinha,PB,1,PB,,0,
2928505,Santa Teresinha,BA,1,BA,,0,
4317251,Santa Tereza,RS,1,RS,,0,
5219605,Santa Tereza Goias,GO,1,GO,,0,
4124020,Santa Tereza Oeste,PR,1,PR,,0,
2612802,Santa Terezinha,PE,1,PE,,0,
4215679,Santa Terezinha,SC,1,SC,,0,
5107776,Santa Terezinha,MT,1,MT,,0,
4215687,SANTA TEREZINHA DO PROGRESSO,SC,1,SC,,0,
3159803,Santa Vitoria,MG,1,MG,,0,
4317301,Santa Vitoria Palmar,RS,1,RS,,0,
2928000,Santaluz,BA,1,BA,,0,
1600600,Santana,AP,1,AP,,0,
2928208,Santana,BA,1,BA,,0,
3158409,Santana Cataguases,MG,1,MG,,0,
4317004,Santana da Boa Vista,RS,1,RS,,0,
3158300,Santana da Vargem,MG,1,MG,,0,
2513505,Santana de Mangueira,PB,1,PB,,0,
3547304,Santana de Parnaiba,SP,1,SP,,0,
2312007,Santana do Acarau,CE,1,CE,,0,
1506708,Santana do Araguaia,PA,1,PA,,0,
2312106,Santana do Cariri,CE,1,CE,,0,
3158607,Santana do Deserto,MG,1,MG,,0,
3158706,Santana do Garambeu,MG,1,MG,,0,
2708006,Santana do Ipanema,AL,1,AL,,0,
4124004,Santana do Itarare,PR,1,PR,,0,
3158805,Santana do Jacare,MG,1,MG,,0,
3158904,Santana do Manhuacu,MG,1,MG,,0,
2411403,Santana do Matos,RN,1,RN,,0,
2708105,Santana do Mundau,AL,1,AL,,0,
3158953,Santana do Paraiso,MG,1,MG,,0,
2209351,Santana do Piaui,PI,1,PI,,0,
3159001,Santana do Riacho,MG,1,MG,,0,
2806404,Santana do Sao Fco,SE,1,SE,,0,
2411429,Santana do Serido,RN,1,RN,,0,
2513604,Santana dos Garrotes,PB,1,PB,,0,
3159100,Santana dos Montes,MG,1,MG,,0,
4317103,Santana Livramento,RS,1,RS,,0,
3158508,Santana Pirapama,MG,1,MG,,0,
3547205,Santana Ponte Pensa,SP,1,SP,,0,
2928307,Santanopolis,BA,1,BA,,0,
1506807,Santarem,PA,1,PA,,0,
1506906,Santarem Novo,PA,1,PA,,0,
4317400,Santiago,RS,1,RS,,0,
4215695,SANTIAGO DO SUL,SC,1,SC,,0,
5107263,Santo Afonso,MT,1,MT,,0,
2928604,Santo Amaro,BA,1,BA,,0,
3547700,Santo Anastacio,SP,1,SP,,0,
3547809,Santo Andre,SP,1,SP,,0,
4317509,Santo Angelo,RS,1,RS,,0,
2411502,Santo Antonio,RN,1,RN,,0,
3159902,Santo Antonio Amparo,MG,1,MG,,0,
1303700,Santo Antonio do Ica,AM,1,AM,,0,
2928703,Santo Antonio Jesus,BA,1,BA,,0,
2209401,Santo Antonio Lisboa,PI,1,PI,,0,
2110302,Santo Antonio Lopes,MA,1,MA,,0,
4317806,Santo Augusto,RS,1,RS,,0,
4317905,Santo Cristo,RS,1,RS,,0,
2928802,Santo Estevao,BA,1,BA,,0,
3548302,Santo Expedito,SP,1,SP,,0,
3160603,Santo Hipolito,MG,1,MG,,0,
4124509,Santo Inacio,PR,1,PR,,0,
2209500,Santo Inacio Piaui,PI,1,PI,,0,
3548401,Santopolis Aguapei,SP,1,SP,,0,
3548500,Santos,SP,1,SP,,0,
3160702,Santos Dumont,MG,1,MG,,0,
2312304,Sao Benedito,CE,1,CE,,0,
2612901,Sao Benedito do Sul,PE,1,PE,,0,
2110401,Sao Benedito R.Preto,MA,1,MA,,0,
2110500,Sao Bento,MA,1,MA,,0,
2513901,Sao Bento,PB,1,PB,,0,
3160801,Sao Bento Abade,MG,1,MG,,0,
2411601,Sao Bento do Norte,RN,1,RN,,0,
4215802,Sao Bento do Sul,SC,1,SC,,0,
2411700,Sao Bento do Trairi,RN,1,RN,,0,
2613008,Sao Bento do Una,PE,1,PE,,0,
3548609,Sao Bento Sapucai,SP,1,SP,,0,
1720101,Sao Bento Tocantins,TO,1,TO,,0,
2110609,Sao Bernardo,MA,1,MA,,0,
3548708,Sao Bernardo Campo,SP,1,SP,,0,
4215901,Sao Bonifacio,SC,1,SC,,0,
4318002,Sao Borja,RS,1,RS,,0,
2708204,Sao Bras,AL,1,AL,,0,
3160900,Sao Bras do Suacui,MG,1,MG,,0,
2209559,Sao Braz do Piaui,PI,1,PI,,0,
3548807,Sao Caetano do Sul,SP,1,SP,,0,
1507102,Sao Caetano Odivelas,PA,1,PA,,0,
2613107,Sao Caitano,PE,1,PE,,0,
3548906,Sao Carlos,SP,1,SP,,0,
4216008,Sao Carlos,SC,1,SC,,0,
4124608,Sao Carlos do Ivai,PR,1,PR,,0,
2806701,Sao Cristovao,SE,1,SE,,0,
4216057,Sao Cristovao do Sul,SC,1,SC,,0,
2928901,Sao Desiderio,BA,1,BA,,0,
2110708,Sao Dom. Do Maranhao,MA,1,MA,,0,
2806800,Sao Domingos,SE,1,SE,,0,
2928950,Sao Domingos,BA,1,BA,,0,
4216107,Sao Domingos,SC,1,SC,,0,
5219803,Sao Domingos,GO,1,GO,,0,
1507201,Sao Domingos Capim,PA,1,PA,,0,
4318051,Sao Domingos do Sul,RS,1,RS,,0,
3204658,Sao Domingos Norte,ES,1,ES,,0,
3161007,Sao Domingos Prata,MG,1,MG,,0,
2110906,Sao Fco do Maranhao,MA,1,MA,,0,
2209708,Sao Fco do Piaui,PI,1,PI,,0,
2929107,Sao Felipe,BA,1,BA,,0,
1101484,Sao Felipe D'Oeste,RO,1,RO,,0,
2929008,Sao Felix,BA,1,BA,,0,
5107859,Sao Felix Araguaia,MT,1,MT,,0,
2110807,Sao Felix de Balsas,MA,1,MA,,0,
2929057,Sao Felix do Coribe,BA,1,BA,,0,
2209609,Sao Felix do Piaui,PI,1,PI,,0,
1507300,Sao Felix do Xingu,PA,1,PA,,0,
1720150,Sao Felix Tocantins,TO,1,TO,,0,
2411809,Sao Fernando,RN,1,RN,,0,
3304805,Sao Fidelis,RJ,1,RJ,,0,
2806909,Sao Francisco,SE,1,SE,,0,
3161106,Sao Francisco,MG,1,MG,,0,
3549003,Sao Francisco,SP,1,SP,,0,
4318101,Sao Francisco Assis,RS,1,RS,,0,
2929206,Sao Francisco Conde,BA,1,BA,,0,
4216206,Sao Francisco do Sul,SC,1,SC,,0,
3161403,Sao Francisco Gloria,MG,1,MG,,0,
5219902,Sao Francisco Goias,GO,1,GO,,0,
2411908,Sao Francisco Oeste,RN,1,RN,,0,
1507409,Sao Francisco Para,PA,1,PA,,0,
3161205,Sao Francisco Paula,MG,1,MG,,0,
4318200,Sao Francisco Paula,RS,1,RS,,0,
3161304,Sao Francisco Sales,MG,1,MG,,0,
2929255,Sao Gabriel,BA,1,BA,,0,
4318309,Sao Gabriel,RS,1,RS,,0,
3204708,Sao Gabriel da Palha,ES,1,ES,,0,
5007695,Sao Gabriel do Oeste,MS,1,MS,,0,
3161502,Sao Geraldo,MG,1,MG,,0,
3161601,Sao Geraldo Piedade,MG,1,MG,,0,
3304904,Sao Goncalo,RJ,1,RJ,,0,
3161700,Sao Goncalo Abaete,MG,1,MG,,0,
2312403,Sao Goncalo Amarante,CE,1,CE,,0,
2412005,Sao Goncalo Amarante,RN,1,RN,,0,
2929305,Sao Goncalo Campos,BA,1,BA,,0,
3161809,Sao Goncalo do Para,MG,1,MG,,0,
2209807,Sao Goncalo do Piaui,PI,1,PI,,0,
3161908,Sao Goncalo R.Abaixo,MG,1,MG,,0,
3162005,Sao Goncalo Sapucai,MG,1,MG,,0,
3162104,Sao Gotardo,MG,1,MG,,0,
4318408,Sao Jeronimo,RS,1,RS,,0,
4124707,Sao Jeronimo Serra,PR,1,PR,,0,
2613206,Sao Joao,PE,1,PE,,0,
4124806,Sao Joao,PR,1,PR,,0,
2111003,Sao Joao Batista,MA,1,MA,,0,
4216305,Sao Joao Batista,SC,1,SC,,0,
3549102,Sao Joao Boa Vista,SP,1,SP,,0,
2209856,Sao Joao Canabrava,PI,1,PI,,0,
1400506,Sao Joao da Baliza,RR,1,RR,,0,
3305000,Sao Joao da Barra,RJ,1,RJ,,0,
3162302,Sao Joao da Mata,MG,1,MG,,0,
5220058,Sao Joao da Parauna,GO,1,GO,,0,
3162401,Sao Joao da Ponte,MG,1,MG,,0,
2209906,Sao Joao da Serra,PI,1,PI,,0,
4318424,Sao Joao da Urtiga,RS,1,RS,,0,
5220009,Sao Joao d'Alianca,GO,1,GO,,0,
3549250,Sao Joao de Iracema,SP,1,SP,,0,
3305109,Sao Joao de Meriti,RJ,1,RJ,,0,
1507474,Sao Joao de Pirabas,PA,1,PA,,0,
3162500,Sao Joao del Rei,MG,1,MG,,0,
1507508,Sao Joao do Araguaia,PA,1,PA,,0,
4124905,Sao Joao do Caiua,PR,1,PR,,0,
2514008,Sao Joao do Cariri,PB,1,PB,,0,
4216354,Sao Joao do Itaperiu,SC,1,SC,,0,
4125001,Sao Joao do Ivai,PR,1,PR,,0,
3162559,Sao Joao do Manhuacu,MG,1,MG,,0,
4216255,Sao Joao do Oeste,SC,1,SC,,0,
3162609,Sao Joao do Oriente,MG,1,MG,,0,
3162708,Sao Joao do Paraiso,MG,1,MG,,0,
2210003,Sao Joao do Piaui,PI,1,PI,,0,
4318432,Sao Joao do Polesine,RS,1,RS,,0,
4216404,Sao Joao do Sul,SC,1,SC,,0,
2514107,Sao Joao do Tigre,PB,1,PB,,0,
4125100,Sao Joao do Triunfo,PR,1,PR,,0,
2111102,Sao Joao dos Patos,MA,1,MA,,0,
3162807,Sao Joao Evangelista,MG,1,MG,,0,
2312502,Sao Joao Jaguaribe,CE,1,CE,,0,
3162575,Sao Joao Manteninha,MG,1,MG,,0,
3162906,Sao Joao Nepomuceno,MG,1,MG,,0,
3549300,Sao Joao Pau d'Alho,SP,1,SP,,0,
2412104,Sao Joao Sabugi,RN,1,RN,,0,
4216503,Sao Joaquim,SC,1,SC,,0,
3549409,Sao Joaquim da Barra,SP,1,SP,,0,
2613305,Sao Joaquim do Monte,PE,1,PE,,0,
4318440,Sao Jorge,RS,1,RS,,0,
4125308,Sao Jorge d'Ivai,PR,1,PR,,0,
4125209,Sao Jorge d'Oeste,PR,1,PR,,0,
4125357,Sao Jorge Patrocinio,PR,1,PR,,0,
4216602,Sao Jose,SC,1,SC,,0,
4318622,Sao Jose Ausentes,RS,1,RS,,0,
3549607,Sao Jose Barreiro,SP,1,SP,,0,
3549508,Sao Jose Bela Vista,SP,1,SP,,0,
2412302,Sao Jose Campestre,RN,1,RN,,0,
2514800,Sao Jose Cordeiros,PB,1,PB,,0,
4125407,Sao Jose da B.Vista,PR,1,PR,,0,
2708303,Sao Jose da Laje,AL,1,AL,,0,
3162955,Sao Jose da Lapa,MG,1,MG,,0,
3163003,Sao Jose da Safira,MG,1,MG,,0,
2708402,Sao Jose da Tapera,AL,1,AL,,0,
3163102,Sao Jose da Varginha,MG,1,MG,,0,
2929354,Sao Jose da Vitoria,BA,1,BA,,0,
4318457,Sao Jose das Missoes,RS,1,RS,,0,
2514305,Sao Jose de Caiana,PB,1,PB,,0,
2412203,Sao Jose de Mipibu,RN,1,RN,,0,
2514503,Sao Jose de Piranhas,PB,1,PB,,0,
4318606,Sao Jose do  Ouro,RS,1,RS,,0,
3163201,Sao Jose do Alegre,MG,1,MG,,0,
2613503,Sao Jose do Belmonte,PE,1,PE,,0,
2514602,Sao Jose do Bonfim,PB,1,PB,,0,
3204807,Sao Jose do Calcado,ES,1,ES,,0,
4216701,Sao Jose do Cedro,SC,1,SC,,0,
4216800,Sao Jose do Cerrito,SC,1,SC,,0,
2210052,Sao Jose do Divino,PI,1,PI,,0,
3163300,Sao Jose do Divino,MG,1,MG,,0,
2613602,Sao Jose do Egito,PE,1,PE,,0,
3163409,Sao Jose do Goiabal,MG,1,MG,,0,
4318465,Sao Jose do Herval,RS,1,RS,,0,
4318499,Sao Jose do Inhacora,RS,1,RS,,0,
2929370,Sao Jose do Jacuipe,BA,1,BA,,0,
3163508,Sao Jose do Jacuri,MG,1,MG,,0,
4318507,Sao Jose do Norte,RS,1,RS,,0,
2210102,Sao Jose do Peixe,PI,1,PI,,0,
2210201,Sao Jose do Piaui,PI,1,PI,,0,
5107297,Sao Jose do Povo,MT,1,MT,,0,
5107305,Sao Jose do R. Claro,MT,1,MT,,0,
2111201,Sao Jose do Ribamar,MA,1,MA,,0,
2514701,Sao Jose do Sabugi,PB,1,PB,,0,
2412401,Sao Jose do Serido,RN,1,RN,,0,
5107354,Sao Jose do Xingu,MT,1,MT,,0,
3549904,Sao Jose dos Campos,SP,1,SP,,0,
4125506,Sao Jose dos Pinhais,PR,1,PR,,0,
2514404,Sao Jose Espinharas,PB,1,PB,,0,
4318481,Sao Jose Hortencio,RS,1,RS,,0,
3163607,Sao Jose Mantimento,MG,1,MG,,0,
4125456,Sao Jose Palmeiras,PR,1,PR,,0,
3549706,Sao Jose Rio Pardo,SP,1,SP,,0,
3549805,Sao Jose Rio Preto,SP,1,SP,,0,
2210300,Sao Juliao,PI,1,PI,,0,
4318705,Sao Leopoldo,RS,1,RS,,0,
3163706,Sao Lourenco,MG,1,MG,,0,
2613701,Sao Lourenco da Mata,PE,1,PE,,0,
4318804,Sao Lourenco do Sul,RS,1,RS,,0,
4216909,Sao Lourenco D'Oeste,SC,1,SC,,0,
2210359,Sao Lourenco Piaui,PI,1,PI,,0,
3549953,Sao Lourenco Serra,SP,1,SP,,0,
4217006,Sao Ludgero,SC,1,SC,,0,
2111300,Sao Luis,MA,1,MA,,0,
2312601,Sao Luis do Curu,CE,1,CE,,0,
2708501,Sao Luis do Quitunde,AL,1,AL,,0,
2111409,Sao Luis G.Maranhao,MA,1,MA,,0,
3550001,Sao Luis Paraitinga,SP,1,SP,,0,
1400605,Sao Luiz,RR,1,RR,,0,
5220157,Sao Luiz do Norte,GO,1,GO,,0,
4318903,Sao Luiz Gonzaga,RS,1,RS,,0,
2514909,Sao Mamede,PB,1,PB,,0,
4125555,Sao Manoel do Parana,PR,1,PR,,0,
3550100,Sao Manuel,SP,1,SP,,0,
4319000,Sao Marcos,RS,1,RS,,0,
4217105,Sao Martinho,SC,1,SC,,0,
4319109,Sao Martinho,RS,1,RS,,0,
4319125,Sao Martinho Serra,RS,1,RS,,0,
3204906,Sao Mateus,ES,1,ES,,0,
4125605,Sao Mateus do Sul,PR,1,PR,,0,
2111508,Sao Mateus Maranhao,MA,1,MA,,0,
2412500,Sao Miguel,RN,1,RN,,0,
5220207,Sao Miguel Araguaia,GO,1,GO,,0,
3550209,Sao Miguel Arcanjo,SP,1,SP,,0,
4217154,Sao Miguel Boa Vista,SC,1,SC,,0,
2708600,Sao Miguel Campos,AL,1,AL,,0,
2929404,Sao Miguel das Matas,BA,1,BA,,0,
2515005,Sao Miguel de Taipu,PB,1,PB,,0,
2807006,Sao Miguel do Aleixo,SE,1,SE,,0,
3163805,Sao Miguel do Anta,MG,1,MG,,0,
1507607,Sao Miguel do Guama,PA,1,PA,,0,
4125704,Sao Miguel do Iguacu,PR,1,PR,,0,
2210409,Sao Miguel do Tapuio,PI,1,PI,,0,
4217204,Sao Miguel d'Oeste,SC,1,SC,,0,
1100320,Sao Miguel Guapore,RO,1,RO,,0,
2708709,Sao Miguel Milagres,AL,1,AL,,0,
4319158,Sao Miguel Missoes,RS,1,RS,,0,
1720200,Sao Miguel Tocantins,TO,1,TO,,0,
4319208,Sao Nicolau,RS,1,RS,,0,
3550308,Sao Paulo,SP,1,SP,,0,
2412609,Sao Paulo do Potengi,RN,1,RN,,0,
4319307,Sao Paulo Missoes,RS,1,RS,,0,
1303908,Sao Paulo Olivenca,AM,1,AM,,0,
2412708,Sao Pedro,RN,1,RN,,0,
3550407,Sao Pedro,SP,1,SP,,0,
3305208,Sao Pedro da Aldeia,RJ,1,RJ,,0,
5107404,Sao Pedro da Cipa,MT,1,MT,,0,
4319356,Sao Pedro da Serra,RS,1,RS,,0,
3163904,Sao Pedro da Uniao,MG,1,MG,,0,
4319372,Sao Pedro do Butia,RS,1,RS,,0,
4125753,Sao Pedro do Iguacu,PR,1,PR,,0,
4125803,Sao Pedro do Ivai,PR,1,PR,,0,
4125902,Sao Pedro do Parana,PR,1,PR,,0,
2210508,Sao Pedro do Piaui,PI,1,PI,,0,
3164100,Sao Pedro do Suacui,MG,1,MG,,0,
4319406,Sao Pedro do Sul,RS,1,RS,,0,
3550506,Sao Pedro do Turvo,SP,1,SP,,0,
3164001,Sao Pedro dos Ferros,MG,1,MG,,0,
2412807,Sao Rafael,RN,1,RN,,0,
2210607,Sao Raimundo Nonato,PI,1,PI,,0,
3164209,Sao Romao,MG,1,MG,,0,
3550605,Sao Roque,SP,1,SP,,0,
3164308,Sao Roque de Minas,MG,1,MG,,0,
3164407,Sao Seb. Bela Vista,MG,1,MG,,0,
4126009,Sao Sebast. Amoreira,PR,1,PR,,0,
3164605,Sao Sebast.do Oeste,MG,1,MG,,0,
3164506,Sao Sebast.Maranhao,MG,1,MG,,0,
3164704,Sao Sebast.Paraiso,MG,1,MG,,0,
3164803,Sao Sebast.Rio Preto,MG,1,MG,,0,
3164902,Sao Sebast.Rio Verde,MG,1,MG,,0,
2708808,Sao Sebastiao,AL,1,AL,,0,
3550704,Sao Sebastiao,SP,1,SP,,0,
3305307,Sao Sebastiao Alto,RJ,1,RJ,,0,
4319505,Sao Sebastiao do Cai,RS,1,RS,,0,
3550803,Sao Sebastiao Grama,SP,1,SP,,0,
2929503,Sao Sebastiao Passe,BA,1,BA,,0,
1303957,Sao Sebastiao Uatuma,AM,1,AM,,0,
4319604,Sao Sepe,RS,1,RS,,0,
3550902,Sao Simao,SP,1,SP,,0,
5220405,Sao Simao,GO,1,GO,,0,
3165008,Sao Tiago,MG,1,MG,,0,
3165107,Sao Tomas de Aquino,MG,1,MG,,0,
2412906,Sao Tome,RN,1,RN,,0,
4126108,Sao Tome,PR,1,PR,,0,
3165206,Sao Tome das Letras,MG,1,MG,,0,
4319703,Sao Valentim,RS,1,RS,,0,
4319711,Sao Valentim do Sul,RS,1,RS,,0,
4319737,Sao Valerio do Sul,RS,1,RS,,0,
4319752,Sao Vendelino,RS,1,RS,,0,
2413003,Sao Vicente,RN,1,RN,,0,
3551009,Sao Vicente,SP,1,SP,,0,
3165305,Sao Vicente de Minas,MG,1,MG,,0,
4319802,Sao Vicente do Sul,RS,1,RS,,0,
2111706,Sao Vicente Ferrer,MA,1,MA,,0,
2613800,Sao Vicente Ferrer,PE,1,PE,,0,
2515302,Sape,PB,1,PB,,0,
2929602,Sapeacu,BA,1,BA,,0,
4319901,Sapiranga,RS,1,RS,,0,
4126207,Sapopema,PR,1,PR,,0,
3305406,Sapucaia,RJ,1,RJ,,0,
4320008,Sapucaia do Sul,RS,1,RS,,0,
3165404,Sapucai-Mirim,MG,1,MG,,0,
3305505,Saquarema,RJ,1,RJ,,0,
4126256,Sarandi,PR,1,PR,,0,
4320107,Sarandi,RS,1,RS,,0,
3551108,Sarapui,SP,1,SP,,0,
3165503,Sardoa,MG,1,MG,,0,
3551207,Sarutaia,SP,1,SP,,0,
2929701,Satiro Dias,BA,1,BA,,0,
2708907,Satuba,AL,1,AL,,0,
2929750,Saubara,BA,1,BA,,0,
4126272,Saudade do Iguacu,PR,1,PR,,0,
4217303,Saudades,SC,1,SC,,0,
2929800,Saude,BA,1,BA,,0,
4217402,Schroeder,SC,1,SC,,0,
2929909,Seabra,BA,1,BA,,0,
4217501,Seara,SC,1,SC,,0,
3551306,Sebastianopolis Sul,SP,1,SP,,0,
2930006,Sebastiao Laranjeira,BA,1,BA,,0,
4320206,Seberi,RS,1,RS,,0,
4320230,Sede Nova,RS,1,RS,,0,
4320263,Segredo,RS,1,RS,,0,
4320305,Selbach,RS,1,RS,,0,
5007802,Selviria,MS,1,MS,,0,
1507805,Sen. Jose Porfirio,PA,1,PA,,0,
2413201,Sen.Georgino Avelino,RN,1,RN,,0,
3165909,Sen.Modestino Gonc.,MG,1,MG,,0,
1200500,Sena Madureira,AC,1,AC,,0,
3165578,Senador Amaral,MG,1,MG,,0,
5220454,Senador Canedo,GO,1,GO,,0,
3165602,Senador Cortes,MG,1,MG,,0,
2413102,Senador Eloi Souza,RN,1,RN,,0,
3165701,Senador Firmino,MG,1,MG,,0,
1200450,Senador Guiomard,AC,1,AC,,0,
3165800,Senador Jose Bento,MG,1,MG,,0,
2312700,Senador Pompeu,CE,1,CE,,0,
2708956,Senador Rui Palmeira,AL,1,AL,,0,
2312809,Senador Sa,CE,1,CE,,0,
4126306,Senges,PR,1,PR,,0,
2930105,Senhor do Bonfim,BA,1,BA,,0,
3166006,Senhora de Oliveira,MG,1,MG,,0,
3166105,Senhora do Porto,MG,1,MG,,0,
3166204,Senhora dos Remedios,MG,1,MG,,0,
4320354,Sentinela do Sul,RS,1,RS,,0,
2930204,Sento Se,BA,1,BA,,0,
4320404,Serafina Correa,RS,1,RS,,0,
3166303,Sericita,MG,1,MG,,0,
2515401,Serido,PB,1,PB,,0,
1101500,Seringueiras,RO,1,RO,,0,
4320453,Serio,RS,1,RS,,0,
3166402,Seritinga,MG,1,MG,,0,
3205002,Serra,ES,1,ES,,0,
4217550,Serra Alta,SC,1,SC,,0,
3551405,Serra Azul,SP,1,SP,,0,
3166501,Serra Azul de Minas,MG,1,MG,,0,
2515500,Serra Branca,PB,1,PB,,0,
2515609,Serra da Raiz,PB,1,PB,,0,
3166600,Serra da Saudade,MG,1,MG,,0,
2413300,Serra de Sao Bento,RN,1,RN,,0,
2413359,Serra do Mel,RN,1,RN,,0,
1600055,Serra do Navio,AP,1,AP,,0,
2930154,Serra do Ramalho,BA,1,BA,,0,
3166808,Serra do Salitre,MG,1,MG,,0,
3166709,Serra dos Aimores,MG,1,MG,,0,
2930303,Serra Dourada,BA,1,BA,,0,
2515708,Serra Grande,PB,1,PB,,0,
3551603,Serra Negra,SP,1,SP,,0,
2413409,Serra Negra do Norte,RN,1,RN,,0,
2930402,Serra Preta,BA,1,BA,,0,
2515807,Serra Redonda,PB,1,PB,,0,
2613909,Serra Talhada,PE,1,PE,,0,
3551504,Serrana,SP,1,SP,,0,
3166907,Serrania,MG,1,MG,,0,
5220504,Serranopolis,GO,1,GO,,0,
3167004,Serranos,MG,1,MG,,0,
2515906,Serraria,PB,1,PB,,0,
2413508,Serrinha,RN,1,RN,,0,
2930501,Serrinha,BA,1,BA,,0,
2614006,Serrita,PE,1,PE,,0,
3167103,Serro,MG,1,MG,,0,
2930600,Serrolandia,BA,1,BA,,0,
4126405,Sertaneja,PR,1,PR,,0,
2614105,Sertania,PE,1,PE,,0,
4126504,Sertanopolis,PR,1,PR,,0,
4320503,Sertao,RS,1,RS,,0,
4320552,Sertao Santana,RS,1,RS,,0,
3551702,Sertaozinho,SP,1,SP,,0,
3551801,Sete Barras,SP,1,SP,,0,
